index,text,true_label,pred_label,confidence,prob_class_0,prob_class_1
0,Độ mỏng nhẹ:k thấm nhanh ạ. tui bôi mà n rất dính lun Chống nắng:rất dínhhjh Làm sáng da:k có  Mùi thơm quá luôn ah. Kcn cũng quá dính và không lên tone. Sẽ k mua lại đâu ạ hic,1,0,0.6771964551175453,0.6771964551175453,0.3228035448824546
5,"Trên live thì mua 1 tặng 1 xong lúc ship thì có mỗi chai. Giao hàng nhanh, đóng gói cẩn thận, shiper thân thiện",1,0,0.6937227059615306,0.6937227059615306,0.3062772940384694
16,làm đếchh có tâm chúc cho thương hiệu chúng mày ngày càng lụii bạiii,1,0,0.5921483285848105,0.5921483285848105,0.4078516714151894
23,Giá thì ok đó mua đc tặng giỏ. Giỏ cũng ok luôn.  To và dày màu đẹp. Đóng gói cũng đẹp.  mình mua giá gốc kèm giỏ tặng hôm sau vô thấy giá sale cũng kèm quà tặng y chang vậy nên mình ghéttttt mình cho 1 sao.,1,0,0.9529248767512856,0.9529248767512856,0.0470751232487143
144,Công dụng:dưỡng da Dành cho da:da thường Mùi hương:dịu nhẹ  Sản phẩm tốt . Mua nhiều lần rồi . Lần nào cũng có tặng phẩm kèm theo như hình . Lần này mua cũng cận  dịp lễ mà ko có tặng phẩm kèm theo như hình gì hết . Buồn .,1,0,0.6633573052689026,0.6633573052689026,0.3366426947310973
150,"lau siêu sạch, ngồi hì hục 30’ vẫn bị bọt khí trống trộm cũng k tốt",1,0,0.5245698973626806,0.5245698973626806,0.4754301026373195
166,"thùng ghi tặng thêm sữa mà k tặng  Hàng đúng mô tả, đóng gói cẩn thận, giao nhanh. Chưa dùng lâu nhưng nhìn ổn, sẽ ủng hộ shop lần sau",1,0,0.8611630163582191,0.8611630163582191,0.138836983641781
321,"Mẹo:sấy từ trên xuống dưới tóc sẽ thẳng Bao bì:cực ok Kinh nghiệm sử dụng:mùi thối  Đặc biệt cực ồn , shop tư vấn nhanh nhưng toii ko hài lòng lắm 😃😃",1,0,0.5730831150329967,0.5730831150329967,0.4269168849670033
339,Làm sạch:sạch Hương thơm:dịu  Sao bảo tặng nước tẩy trang  Có tặng đau trời Shop gì kì thế trời Quá đẳng cấp,1,0,0.6124146477038791,0.6124146477038791,0.3875853522961209
377,"Bao bì hơi bẩn, trầy nhiều. Hiệu quả để sử dụng một thời gian mới biết đc",1,0,0.8292719892751169,0.8292719892751169,0.1707280107248831
378,"Mùi hương kg lâu nhạt mùi ,cẩn cải thiện lại sp tốt hơn",1,0,0.7236465049585291,0.7236465049585291,0.2763534950414709
473,"Shipper dễ thương, giao hàng nhanh chóng, đóng gói cẩn thận, không có hàng tặng kèm",1,0,0.9789684642490398,0.9789684642490398,0.0210315357509601
543,"Độ sáng:ok Làm sạch:sạch, mới dùng nên chưa biêt Dịu nhẹ:dễ chịu  Luôn ủng hộ hàng việt nam. Nên mình cũng mong là sản phẩm chính hãng.",1,0,0.9994261822854286,0.9994261822854286,0.0005738177145715
575,Dầu gội cx thơm nhẹ k cay mắt nhưng cx k mượt như quảng cáo hi vọng hàng chính hãng,1,0,0.79983954964177,0.79983954964177,0.2001604503582299
692,Mẹo:minh chua dung Kinh nghiệm sử dụng:minh su dung lan dau tien Hương thơm:dung lan dau nen chua biet  Mình dùng lần đầu tiên nếu sản phẩm ok mình sẽ quay lại ủng hộ shop tiếp ạ,1,0,0.989918422334937,0.989918422334937,0.010081577665063
705,Chất lượng sản phẩm:bun  Nhìn packaging rất xịn xò nhưng dán vào bị bọt khí ko huhu rất bùn nha,1,0,0.5819901864282596,0.5819901864282596,0.4180098135717403
793,Giao hàng nhanh đóng gói chắc chắn sp tốt sẽ ủng hộ thêm nữa hikdkc giao tới bị móp 3 hộp gói hàng cần cẩn thận hơn,1,0,0.9904389735946834,0.9904389735946834,0.0095610264053165
837,Hương thơm:hang chuan,1,0,0.9398647415479884,0.9398647415479884,0.0601352584520117
865,Bao bì:giooống mẫu Hương thơm:chx mowr neen chx bt  hàng ok. vận chuyển nhanh nhưng shop gửi hàng rất lâu,1,0,0.5158073755956928,0.5158073755956928,0.4841926244043073
882,Hình ảnh chỉ mang tính chất nhận xu thôi ship cũng nhánh chóng. Hi vọng dùng tốt lần sau sẽ mua lại,1,0,0.9990574789003877,0.9990574789003877,0.0009425210996123
884,"Độ dịu nhẹ:đỉnh Làm sạch:khá sạch, nên mua nếu da đang mụn nhạy cảm đỏ  lâu lắm mua mới có cái tem này, bx mua ko có. đánh giá 1sao để mấy bạn biết và nên mua nha.",1,0,0.9864619097806604,0.9864619097806604,0.0135380902193397
899,Bao bì:ok Làm đẹp:o Hương thơm:bth  Trải no của mình thấy chống nắng = 0 í :(( mình thoa kem và bạn mình ko thoa đi biển cháy nắng ngang ngang nhau lun 😢,1,0,0.5472008329416309,0.5472008329416309,0.4527991670583691
900,Xơ bông:raats xow  tưởng rẻ chứ cũng k hề rẻ bông gì vừa mỏng vừa xơ chê,1,0,0.5203033569772795,0.5203033569772795,0.4796966430227205
912,"Giao hàng nhanh, đóng gói không cẩn thận, chưa dùng thử nên chưa biết có tâc dụng tốt k",1,0,0.9410743425280348,0.9410743425280348,0.058925657471965
970,lúc giặt có mùi thơm mà phơi lên chả có tí mùi nào,1,0,0.551541071603726,0.551541071603726,0.4484589283962739
1016,"Dành cho da:mình thấy da dầu hợp hơn Công dụng:trắng da  Sản phẩm có vẻ seeding hơi lố, không như loại cũ… da dễ bị xót, dùng mặt banh mụn mặc dùu là tín đồ của loreal từ nước hoa hồng cũ đến cấp ẩm, kem dưỡng… tóm lại quá tệ… phí tiền… đã dùng một thời gian mới vt đánh giá nha",1,0,0.5170818829176382,0.5170818829176382,0.4829181170823617
1073,"Shop giao hàng nhanh, sp bao bì nhìn chỉn chu, đẹp. Ủ khoảng 2,3 lần đầu tóc rất đẹp, mượt, bóng. Nhưng sp chứa silicon nên sau những lần đó tóc trở nên khô xơ, cứng. Nói chung ai mua sp thì tóc cũng đều sẽ có vấn đề là khô, xơ hoặc rụng. Nhưng sp dùng về lâu dài ko hiệu quả. Tiền nào của đó thôi ạ. Mình mua 120k nhé",1,0,0.8948780131564885,0.8948780131564885,0.1051219868435115
1083,Hương thơm:mùi quá hơi ghê 😃 dính lên da dăm dăm rát vùng da nhay cảm cánh mũi các thứ siêu rát đỏ  Ko nên dùng 🥲,1,0,0.8257917937064542,0.8257917937064542,0.1742082062935458
1086,"Hiệu quả:ok Mùi hương:thom  Giaonhang nhanh, bọc ok. Xịt vào thấy phồng tốc lên luôn. Sau mua 2 tuần xịt vào lại bết la tnao shop 😳",1,0,0.7755160781957278,0.7755160781957278,0.2244839218042721
1092,Pass lại 180 màu 110 mới test da chưa sử dụng thấy để da sáng mua test lên da thấy xuống cở 2 tone 🥲 mấy bạn da trung bình sài màu này chắc ổn hơn á  Dép : ko 358874701,1,0,0.5290452847719139,0.5290452847719139,0.470954715228086
1096,Hương vị:rất ngon phù hợp pha cà phê sữa nhé Độ béo:beso nhieu  Sữa rất ngon pha cà phê sữa nhé,1,0,0.8704177042843296,0.8704177042843296,0.1295822957156703
1143,"Hàng đóng gói cẩn thận , không bị bóp méo , mua lần thứ 2 , sữa khá thơm , bé mình hay bị đau bụng nhưng uống sữa này thấy có cải thiện tiêu hóa . Sữa ổn",1,0,0.8639754550726964,0.8639754550726964,0.1360245449273036
1145,Bao bì/Mẫu mã:tốt Độ tuổi sử dụng:tốt Chất lượng sản phẩm:kém,1,0,0.695290815321067,0.695290815321067,0.3047091846789332
1214,"Kinh nghiệm sử dụng:thom ,sach gau Bao bì:cung Làm đẹp:mem toc  Giao hàng nhanh,shipper nhiệt tình Đóng gói cẩn thận Giao hàng hộp hơi móp méo",1,0,0.9734897402844522,0.9734897402844522,0.0265102597155478
1313,Bao bì/Mẫu mã:ko móp mếu Hương vị:ko ngon lắm  Shop giao hàng nhanh. Đóng gói cẩn thận. Con mình thích uống sữa tươi ít đường dạng hộp. Mình tưởng loại này cũng giống như dạng hộp nên mình mua. Ko ngờ mùi vị tệ. Ít đường nhưng quá ngọt. Sữa ko béo như sữa tươi,1,0,0.760152301226125,0.760152301226125,0.239847698773875
1335,"Dùng thích mùi thơm mua lại nhiều lần. Rồi sẽ ủng hộ thêm nhiều lần, khôgng thấy quà tặng",1,0,0.9988255776440907,0.9988255776440907,0.001174422355909
1348,"Công dụng:serum Dành cho da:moi loai da Mùi hương:khong mui  đã dùng nhiều lần. đợt này thấy quảng cáo loại 8% mua, shop lại gửi 1%, quên ko quay khi mở. đánh giá 1 sao",1,0,0.5075513892670216,0.5075513892670216,0.4924486107329784
1375,"The worst experience ever. Contacted them the day I recieved my order with the broken bottle. Only once did someone try coming to pick up the bottle where I couldnt go down because of my baby and after that no more attempts. They had told me to check online what time they were going to come pick it up but it only showed that they were out 2 hours before i got a call that they were downstairs, what if i wasnt home? After numerous messages back and forth and almost 3 weeks later, i told them i'll just keep the product and put into another bottle but that they should reimburse me somehow for the trouble but i get a message days later thanking me for understanding.  I never write a negative review but this left a sour taste and i expected better from such a big brand.",1,0,0.7663708777032775,0.7663708777032775,0.2336291222967224
1400,"Làm đẹp:mọi loại da Lợi ích:thấm nhanh, thơm Bao bì:đẹp  Trên hình ảnh ghi tặng khi nhận lại k có 2 sao",1,0,0.5535413611997669,0.5535413611997669,0.4464586388002331
1407,Nước giặt k thơm . K có bọt. Hình ảnh mang tính nhận xu. Giao hàng nhanh,1,0,0.8129892984097383,0.8129892984097383,0.1870107015902616
1418,"Lưu hương thơm lâu,làm sạch tốt, gây ra gàu....",1,0,0.6940031311135927,0.6940031311135927,0.3059968688864073
1452,"Công dụng:chuwa thaays Mùi hương:thơm nhẹ  Lưu ý nha mng kem này rất kén người dùng luôn mịn thì mịn thật nma rất dễ kích ứng mình da hỗn hợp thiên dầu, da mình trước giờ chưa bị kích ứng bởi sp nào hết nma dùng loại này sau 5p mặt mình nóng ran và đỏ hết mặt đây bâyg m để bôi cổ không đây ạ nên lưu ý",1,0,0.8723256989806831,0.8723256989806831,0.1276743010193169
1465,Độ đều màu:tạm ổn Nâng tông:hơi hơi Chất lượng:thama nhanu  Chất kem lót có màu đỏ ở trong ý k hiwuwr sao lun,1,0,0.8552150929978796,0.8552150929978796,0.1447849070021204
1470,Kít ứng banh mặt nha da tui siêu khỏe nhưng bôi 1 phát kích ứng nỗi mụn nước đầu trắng da sần lên luôn da ai yếu nữa thì né luôn nha. Mùi siêu nồng,1,0,0.914218052518494,0.914218052518494,0.0857819474815062
1472,Bao bì:ok  Tóc mềm hơn nhưng tóc mình vẫn nhanh bết,1,0,0.7173692584869862,0.7173692584869862,0.2826307415130137
1555,"Gội xong thấy tóc đặc biệt khô, không được mượt, hình ảnh và vd chủ mang tính chất nhận xu",1,0,0.8619955944219587,0.8619955944219587,0.1380044055780412
